id,data,date,user_id,sentiment_class,Negative,Neutral,Positive
755,Ask the person if they were upset with me about something.,2022-03-23 05:05:56,8,Neutral,0.12565473,0.5893076,0.28503767
756,"It means it is time to move on because they were never really invested in the first place. It could reflect poorly on my emotional availability, but this is speculative.",2022-06-28 14:23:52,8,Neutral,0.086365305,0.86862195,0.045012753
757,I might not be able to find another girlfriend.,2022-01-24 17:47:31,8,Neutral,0.14002527,0.70737857,0.1525962
758,I will experience joblessness and will be financially unstable.,2022-03-19 03:59:35,8,Neutral,0.9459733,0.0472977,0.006728989
759,I want people to like me and it would bother me if people did not want to spend time with me and be my friend. ,2021-11-17 10:37:16,8,Neutral,0.1489253,0.75690496,0.09416976
760,i will try to convince her and get back her in my life.,2022-01-02 00:09:25,8,Neutral,0.6637022,0.31154555,0.024752194
761,Try as hard as I could to find a job in a different kind of setting.,2021-09-15 01:02:32,8,Neutral,0.16877897,0.67038405,0.16083705
762,angry,2022-04-03 21:34:53,8,Neutral,0.080013275,0.14820972,0.77177703
763,live-in lover moved out,2022-07-04 12:47:58,8,Neutral,0.014341495,0.4718027,0.5138558
764,IT would mean all my efforts had been wasted and I was just doing a bunch of sacrificing for nothing.  This would just be irritating and frustrating.,2022-04-03 19:24:39,8,Neutral,0.028539289,0.2907382,0.68072253
765,nothing,2021-12-24 01:03:47,8,Neutral,0.4010976,0.53768367,0.061218746
766,Upset,2021-09-06 07:15:50,8,Neutral,0.80323845,0.18519272,0.011568872
767,Consult a doctor about weightloss.,2021-11-07 19:06:48,8,Neutral,0.5709473,0.36281443,0.066238254
768,"The host was being short with me, then snubbed me for another group. ",2022-01-06 17:17:52,8,Neutral,0.21973825,0.7574962,0.022765577
769,that i may continue to not have time,2022-06-22 13:39:13,8,Neutral,0.15849076,0.746484,0.0950252
770,I really hurt my family,2021-10-28 01:54:17,8,Neutral,0.9015531,0.09191385,0.0065331524
771,I have poor willpower.,2022-03-11 10:21:35,8,Neutral,0.87049025,0.1184726,0.011037096
772,try to call her and appologize. ,2021-10-12 02:46:40,8,Neutral,0.8526583,0.1371223,0.01021942
773,"It would mean I was going to get less sleep or less time to do other things, and I would probably fail my essay which would be bad for my grades. ",2022-01-09 15:27:40,8,Neutral,0.011874717,0.6249765,0.36314875
774,I want to be less busy to spend time with people,2021-09-25 16:04:36,8,Neutral,0.06948375,0.5718001,0.35871613
775,"I waved to the person I liked and met several times, but the person did not respond.",2022-02-19 17:58:45,8,Neutral,0.95118433,0.046270166,0.002545495
776,That this is too hard,2022-03-23 09:18:25,8,Neutral,0.82262546,0.1558891,0.021485433
777,I don't deserve to be happy.,2022-05-30 08:08:53,8,Neutral,0.7572309,0.23206553,0.010703605
778,I had to cancel a family visit due to a busy schedule,2021-12-24 15:30:41,8,Neutral,0.81054944,0.183916,0.005534614
779,I am not good enough at my job. ,2022-06-28 16:49:24,8,Neutral,0.7985736,0.17381062,0.02761575
780,I will never find a wife.,2022-01-18 23:50:59,8,Neutral,0.7658094,0.194679,0.039511666
781,People must not like me.,2022-03-12 13:49:15,8,Neutral,0.7532631,0.22669677,0.020040117
782,depressed,2022-03-22 03:37:41,8,Neutral,0.8594549,0.13418335,0.0063617406
783,I'm sad that my family feels hurt,2022-02-28 15:20:54,8,Neutral,0.89189494,0.09836271,0.009742408
784,i did not think that his father was died,2022-06-05 18:21:33,8,Neutral,0.69911236,0.26988634,0.031001316
785,Talk to my boss about opportunities to get job back. ,2022-01-23 08:23:05,8,Neutral,0.015956542,0.6339564,0.35008714
786,keep walking and never contact him again.,2022-08-05 19:54:36,8,Neutral,0.89812577,0.09635573,0.005518468
787,My family is upset with me because I asked them to postpone a visit due to my busy schedule. ,2021-12-27 21:43:06,8,Neutral,0.8035653,0.18135653,0.015078104
788,"I will possibly lose my job, or not receive a promotion that I would otherwise get if I had tried harder.",2022-03-12 02:18:45,8,Neutral,0.46443158,0.5083023,0.027266173
789,disappointed,2022-08-23 17:11:26,8,Neutral,0.8021976,0.17753057,0.020271935
790,The next jobs I do I will do better and I learned something from this situation.,2021-11-11 08:10:16,8,Neutral,0.09832794,0.7184995,0.1831726
791,I am not a good salesman,2022-06-03 00:04:59,8,Neutral,0.52215016,0.33877113,0.13907874
792,I'd know I'm a failure and would waste money on another college course.,2021-09-22 14:06:43,8,Neutral,0.43781054,0.52931917,0.03287029
793,"IF THEY CONSIDER ME AS THEIR CLOSE FRIEND , THEY WOULD DEFINITELY COME WITH ME FOR OUT.",2021-11-18 06:12:37,8,Neutral,0.03317873,0.83867437,0.12814687
794,I could start thinking of finding another job.,2022-03-16 01:05:42,8,Neutral,0.8037942,0.18057266,0.015633093
795,I would be annoyed that my boss did not have faith in me. ,2022-05-26 15:09:39,8,Neutral,0.68209165,0.29999176,0.017916607
796,I came home and found that my partner was gone with all their things and they left a note stating tI shouldn't attempt contact.,2022-07-03 20:42:30,8,Neutral,0.80139565,0.1915649,0.007039414
797,guilty,2022-04-23 18:34:01,8,Neutral,0.12864423,0.7650349,0.106320865
798,sad,2022-06-29 14:29:31,8,Neutral,0.81922686,0.16942696,0.011346158
799,"I'm a poor communicator and have failed to adequetly express myself in a manner that conveyed the meaning I intended (I meant \not right now,\\ not \\""never\\"")\""""",2022-07-18 15:59:01,8,Neutral,0.87309974,0.12135271,0.0055474974
800,I must not be very liked by her if she keep's putting me off like this. ,2022-03-24 03:21:34,8,Neutral,0.005833021,0.31942493,0.67474204
801,relief,2022-03-02 21:39:55,8,Neutral,0.7606089,0.22232239,0.017068746
802,I was unable to keep my relationship afloat.,2021-10-24 11:22:04,8,Neutral,0.08615538,0.8577502,0.05609443
803,"I would thank the host for the invite, and then slip quietly out the door.",2022-03-22 17:18:50,8,Neutral,0.7247559,0.25681126,0.018432833
804,try to be more engaging,2022-07-13 03:37:49,8,Neutral,0.8419006,0.14321719,0.014882275
805,because I constantly fail at losing weight and looking nice,2022-08-16 13:25:04,8,Neutral,0.004123962,0.46640864,0.5294674
806,I want to lose weight,2021-10-13 12:29:43,8,Neutral,0.02591294,0.5474711,0.42661595
807,My mother in law thinks I am an incompetent father.,2022-04-14 06:12:30,8,Neutral,0.5709473,0.36281443,0.066238254
808,My spouse has left and the decision is final. ,2022-05-01 11:25:30,8,Neutral,0.04680082,0.8035741,0.14962517
809,I don't understand if this was a fault with me or the diet,2022-07-28 02:14:08,8,Neutral,0.853948,0.13915955,0.006892522
810,disappointed,2022-07-22 17:23:14,8,Neutral,0.3663747,0.55898994,0.07463538
811,Keep walking and let them go past,2021-11-26 14:55:16,8,Neutral,0.87282324,0.114098705,0.0130781215
812,Sad,2022-01-10 09:14:18,8,Neutral,0.45590755,0.4963475,0.047744937
813,frustration,2021-10-13 22:54:45,8,Neutral,0.508022,0.4536524,0.038325552
814,I won't ever be successful,2022-05-10 14:01:53,8,Neutral,0.58494747,0.38799566,0.027056886
815,Talk with my family and make alternate plans as soon as possible. ,2021-12-27 17:46:29,8,Neutral,0.7985736,0.17381062,0.02761575
816,I will feel helpless in controlling how my life turns out.,2021-12-31 03:20:28,8,Neutral,0.09825723,0.8122138,0.08952903
817,He is angry at something I did,2022-03-19 21:59:58,8,Neutral,0.78002113,0.18215519,0.03782366
818,I feel like I'm stupid.,2022-06-10 05:27:14,8,Neutral,0.9316068,0.060065996,0.008327213
819,I'm a car salesman that was fired for not hitting my goals.,2021-10-07 19:02:10,8,Neutral,0.47966424,0.4646409,0.055694938
820,i deserve to be alone,2022-04-12 16:49:31,8,Neutral,0.02702527,0.86341465,0.109560065
821,"Say \thank you for reminding me\\\""""",2022-01-10 13:30:30,8,Neutral,0.8911166,0.10285291,0.0060305567
822,Did he see me?,2022-04-10 09:18:44,8,Neutral,0.34454146,0.5765839,0.07887458
823,Maybe other people don't like me as much as I think.,2022-07-24 17:53:25,8,Neutral,0.89354235,0.10258944,0.0038682267
824,I will be sad forever. ,2022-06-10 19:31:14,8,Neutral,0.44536284,0.51328415,0.041353047
825,I could get into trouble by my boss.,2022-04-21 15:34:45,8,Neutral,0.3139531,0.5802316,0.10581531
826,It's going to be hard to ever find a good job,2021-10-21 07:55:55,8,Neutral,0.92343354,0.07090907,0.0056572794
827,rage,2021-12-12 06:01:16,8,Neutral,0.8792336,0.11375026,0.007016215
828,It could mean I'm not likeable,2022-03-12 01:52:20,8,Neutral,0.7418257,0.23967926,0.018495083
829,I'd feel sad and defeated,2021-09-06 06:32:24,8,Neutral,0.24373409,0.7112721,0.04499379
830,I won't have friends.,2022-05-11 06:00:18,8,Neutral,0.8962326,0.091814324,0.011953073
831,My boyfriend broke up with me and moved out via a note,2022-06-10 12:27:19,8,Neutral,0.16843249,0.7418192,0.08974831
832,I would just be very disappointed,2021-11-04 16:51:15,8,Neutral,0.87296075,0.11689789,0.010141365
833,I would wonder what I might have done to cause this to myself.,2021-11-23 10:37:07,8,Neutral,0.22163,0.6895924,0.08877753
834,"We'll most likely stop talking for at least several months, during which my kids will be upset that they can't see their grandparents. ",2022-06-20 16:39:22,8,Neutral,0.7834241,0.19081159,0.025764374
835,angry,2022-01-29 11:51:45,8,Neutral,0.027080497,0.90916723,0.06375236
836,I am not good enough. ,2021-11-30 17:41:53,8,Neutral,0.8021976,0.17753057,0.020271935
837,"I asked my family to visit me another time, and they felt hurt.",2022-02-25 00:47:30,8,Neutral,0.097842254,0.7022414,0.19991633
838,I would continue being friendly at work but wouldn't try to take the relationship any further. ,2021-10-05 18:30:29,8,Neutral,0.4891309,0.48882034,0.022048676
839,"I fussed at my teenage daughter for some chores she had failed to do, even though she had done a ton of other work that day and really should've been praised rather than criticized.  ",2021-09-25 22:54:08,8,Neutral,0.7323174,0.2503933,0.017289335
840,I will try to reduce my work,2021-12-12 19:16:17,8,Neutral,0.38112596,0.5548288,0.064045236
841,I would get an unbiased opinion on my attractiveness and then fix what I could.,2022-08-20 14:28:38,8,Neutral,0.94507504,0.051384676,0.0035402274
842,Confront the person the next time in person.,2021-09-20 16:29:44,8,Neutral,0.7008234,0.27643675,0.022739813
843,I feel like they were just saying that because I was on break.,2021-09-15 06:47:24,8,Neutral,0.77359766,0.20160803,0.02479438
844,I am walking down the street and see an acquaintance I like.  I wave to him but get no response back.,2022-01-27 11:08:26,8,Neutral,0.96137047,0.035119854,0.0035097906
845,dedicate my time to the work,2021-09-27 03:22:45,8,Neutral,0.037821665,0.73811996,0.22405833
846,I would ignore the person the next time I see him at a social gathering and probably tell some friends about the incident to ease my pain. ,2022-02-02 22:55:20,8,Neutral,0.28722277,0.51794875,0.19482845
847,My family is hurt because I want to postpone their visit because I would be too busy around that time.,2022-03-01 00:24:06,8,Neutral,0.82309055,0.16371487,0.013194565
848,They need to deal with it and reschedule the visit.,2021-09-06 05:38:12,8,Neutral,0.76921946,0.21857634,0.012204228
849,It would mean that I need to re-evaluate and change how I apply for positions - and what skills that I am emphasizing to potential recruiters. ,2021-11-14 08:28:11,8,Neutral,0.6999776,0.28476667,0.015255772
850,Try to talk to a friend about the situation.,2022-07-20 10:30:24,8,Neutral,0.01573857,0.4469471,0.53731436
851,I'm not creative,2021-12-24 02:10:02,8,Neutral,0.6989043,0.26401702,0.037078775
852,anxious,2021-09-27 06:14:00,8,Neutral,0.8419006,0.14321719,0.014882275
853,sad,2022-07-09 23:34:52,8,Neutral,0.9679873,0.029012365,0.003000298
854,Try to be more engaging and interesting.,2021-09-29 11:52:11,8,Neutral,0.7563164,0.222875,0.020808587
855,I tried a diet and gained a pound in a week.,2022-05-12 07:38:36,8,Neutral,0.083087474,0.57782155,0.339091
856,try to concentrate more and finish the essay,2022-03-12 18:57:02,8,Neutral,0.5398364,0.43926573,0.02089783
857,It means I'm not a caring person,2022-01-08 20:35:27,8,Neutral,0.62913316,0.33253124,0.03833554
858,so much to sort out,2022-03-04 07:49:47,8,Neutral,0.9539553,0.042811614,0.0032330586
859,resentful,2021-10-05 09:41:39,8,Neutral,0.95989347,0.037024274,0.00308229
860,"and because they don't recognize my value or thins I may be lazy or that I don't work hard enough, then maybe I want get a raise, a promotion or maybe I will be fired. ",2022-05-28 12:19:40,8,Neutral,0.87567085,0.11794429,0.0063849157
861,"If they keep rejecting me, they just don't care about me.",2022-03-05 09:44:28,8,Neutral,0.82124853,0.16204283,0.01670862
862,"Well, the worst would be for her to die and me to face the emptiness of a life without her.",2022-02-16 13:37:23,8,Neutral,0.8480707,0.14130218,0.010627064
863,Anger,2022-03-30 19:20:54,8,Neutral,0.2487156,0.6672388,0.08404565
864,My boss stopped by to tell me that few more works needed to be done.,2022-05-24 23:24:50,8,Neutral,0.9366324,0.058993828,0.0043737437
865,"Last week, my co-worker was invited to participate in a workshop and I was not. ",2022-05-28 06:02:35,8,Neutral,0.45937553,0.5104523,0.030172205
866,"Take a nice, deep breath and be relieved I can leave this crappy sales job.",2022-07-30 10:02:34,8,Neutral,0.6422306,0.3300944,0.027675083
867,Anxious,2022-08-03 06:21:47,8,Neutral,0.11016369,0.68597484,0.2038615
868,I have no worth.,2022-05-05 21:49:34,8,Neutral,0.7544819,0.22540775,0.020110374
869,"He's a nice guy, but I don't want to be friends with him any more as he's putting no effort into not being completely boring.",2022-07-02 23:54:26,8,Neutral,0.92802274,0.06719714,0.004780168
870,SO walked out on me.,2021-11-04 10:42:39,8,Neutral,0.45245782,0.49848083,0.04906141
871,"I was hungry, so I went to the kitchen to dinner and my sister's boyfriend was there. I don't like him. ",2021-10-01 03:18:49,8,Neutral,0.36934847,0.4704967,0.16015486
872,I invited them out and they didn't want to go out with me. ,2021-09-06 08:13:48,8,Neutral,0.8232959,0.16789705,0.008807105
873,I would try to find out what I did wrong and how to remedy it.,2022-05-17 01:06:59,8,Neutral,0.7942077,0.18686028,0.018932084
874,"I showed a new game idea I have to some friends I have in a chat room we all have together, but only 2 of them responded.",2022-07-09 04:28:07,8,Neutral,0.5772948,0.3971161,0.02558904
875,I need to socialize more and not focus on trying to talk to just the host,2022-06-19 18:48:10,8,Neutral,0.9661759,0.031826705,0.001997347
876,I'd call up some friends and ask them to hang out so I could relax a bit.,2021-10-17 13:34:53,8,Neutral,0.9455108,0.049004294,0.0054848613
877,I would probably replay the conversation over and over in my head,2022-03-31 22:42:08,8,Neutral,0.8138446,0.16280629,0.023349136
878,I will be unable to progress in my career,2022-06-28 14:58:42,8,Neutral,0.9527906,0.044742808,0.0024664828
879,I'm really bad at everything I do.,2022-02-27 07:44:35,8,Neutral,0.9093931,0.082533404,0.008073558
880,I made a deadline and missed it.,2022-05-19 13:39:42,8,Neutral,0.42327,0.5380888,0.038641267
881,I'll have to compete with much younger workers,2022-03-24 10:41:28,8,Neutral,0.82635725,0.16158009,0.012062695
882,Something's wrong with me or I'm unlikable. ,2022-08-02 08:43:45,8,Neutral,0.8894759,0.09801171,0.012512401
883,Disappointment,2021-09-09 08:40:37,8,Neutral,0.9570829,0.03861754,0.0042994693
884,I am going to fail this assignment,2022-07-01 20:07:54,8,Neutral,0.8882418,0.1016605,0.01009769
885,"Cry, become depressed.",2022-04-09 18:08:11,8,Neutral,0.6451305,0.30516857,0.049700912
886,I would be lonely and isolated,2021-12-02 14:57:49,8,Neutral,0.8577065,0.1334298,0.008863739
887,Stop trying to wave to him,2022-08-07 11:04:11,8,Neutral,0.89374894,0.09921532,0.0070356373
888,I'd play it cool and be a gentleman,2022-02-08 22:42:13,8,Neutral,0.062139712,0.86086166,0.076998614
889,Worried,2022-02-26 22:56:04,8,Neutral,0.42343313,0.52313924,0.053427644
890,I would be sad and lonely,2022-04-09 11:16:04,8,Neutral,0.37607107,0.5920185,0.031910446
